City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,santa terezinha,-29.9002,-50.0904,16.12,96,100,6.15,BR,1691635353
285,novyy urengoy,66.0833,76.6333,9.92,76,97,9.69,RU,1691635353
286,augusto correa,-1.0217,-46.635,23.81,92,74,1.72,BR,1691635353
287,port saint john's,-31.6229,29.5448,16.16,88,39,3.81,ZA,1691635353
288,aykhal,66.0,111.5,19.96,62,86,8.08,RU,1691635353
289,north bend,43.4065,-124.2243,21.62,83,40,5.14,US,1691635354
290,nemuro,43.3236,145.575,20.69,94,100,7.26,JP,1691635280
291,nyanza,-2.3519,29.7509,13.7,62,9,1.33,RW,1691635354
292,kayangel,8.0823,134.7173,27.48,80,71,7.41,PW,1691635354
293,antofagasta,-23.65,-70.4,17.6,87,84,3.44,CL,1691635297
294,camalu,30.85,-116.0667,21.57,78,11,2.91,MX,1691635354
295,bantayan,11.2,123.7333,28.36,76,98,3.93,PH,1691635354
296,mana,5.6592,-53.7767,25.58,90,13,5.2,GF,1691635355
297,medenine,33.355,10.5055,22.63,63,0,1.29,TN,1691635355
298,laibin,23.7,109.2667,30.67,69,52,2.15,CN,1691635156
299,isla mujeres,21.2311,-86.731,30.09,80,0,4.64,MX,1691635355
300,geraldton,-28.7667,114.6,15.23,77,100,3.09,AU,1691635356
301,siwa oasis,29.2041,25.5195,27.24,49,0,3.52,EG,1691635356
302,gamba,-2.65,10.0,21.09,94,100,0.95,GA,1691635356
303,mount isa,-20.7333,139.5,26.87,24,12,4.12,AU,1691635280
304,santo antonio do ica,-3.1022,-67.9397,24.16,87,71,0.39,BR,1691635356
305,muisne,0.6,-80.0333,25.52,85,100,3.87,EC,1691635357
306,capo d'orlando,38.1435,14.7305,21.87,55,2,0.91,IT,1691635357
307,lochbuie,40.0072,-104.7161,25.05,49,20,4.12,US,1691635357
308,zouerate,22.7187,-12.4521,30.09,36,0,4.19,MR,1691635357
309,cova figueira,14.8905,-24.2934,22.94,75,59,5.91,CV,1691635357
310,san antonio,29.4241,-98.4936,34.51,57,20,8.75,US,1691635357
311,rensselaer,42.7168,-73.4829,18.4,79,5,1.47,US,1691635358
312,george town,5.4112,100.3354,26.96,87,40,1.54,MY,1691635064
313,tukrah,32.5341,20.5791,24.79,70,2,4.0,LY,1691635358
314,zaozersk,69.4005,32.4476,19.54,73,0,1.8,RU,1691635358
315,cambria,35.5641,-121.0808,17.5,88,22,0.45,US,1691635358
316,altai,46.3722,96.2583,16.83,53,4,5.02,MN,1691635358
317,peshawar,34.008,71.5785,30.08,74,20,3.09,PK,1691635358
318,mohr,54.3528,9.7167,13.08,85,100,2.06,DE,1691635358
319,medina,24.4686,39.6142,33.24,9,0,1.54,SA,1691635359
320,jining,35.405,116.5814,31.17,50,0,3.26,CN,1691635359
321,acarau,-2.8856,-40.12,25.0,84,46,6.4,BR,1691635359
322,harper,4.375,-7.7169,24.08,83,100,5.05,LR,1691635359
323,kulp,38.4972,41.0122,28.99,22,0,3.51,TR,1691635359
324,luderitz,-26.6481,15.1594,22.05,44,99,1.45,NA,1691635359
325,laojunmiao,39.8333,97.7333,21.35,50,100,2.77,CN,1691635360
326,aizkraukle,56.6048,25.2553,11.72,90,71,1.79,LV,1691635360
327,skurup,55.4784,13.5019,12.45,76,100,4.63,SE,1691635360
328,lebu,-37.6167,-73.65,11.3,88,43,5.95,CL,1691635360
329,masterton,-40.9597,175.6575,7.16,98,100,2.0,NZ,1691635068
330,el charco,2.4769,-78.1105,24.3,95,96,1.26,CO,1691635360
331,gazojak,41.1875,61.4036,32.02,24,0,2.65,TM,1691635067
332,port moresby,-9.4431,147.1797,29.68,51,20,10.29,PG,1691635360
333,likasi,-10.9814,26.7333,12.64,50,2,1.99,CD,1691635361
334,crikvenica,45.1772,14.6928,21.11,46,20,2.06,HR,1691635361
335,souillac,-20.5167,57.5167,21.21,78,40,4.12,MU,1691635361
336,suva,-18.1416,178.4415,27.71,54,75,3.09,FJ,1691635361
337,northam,51.0333,-4.2167,17.01,86,1,4.45,GB,1691635361
338,bodaybo,57.8506,114.1933,25.19,55,100,1.17,RU,1691635361
339,camiri,-20.05,-63.5167,15.69,64,0,1.02,BO,1691635361
340,nar'yan-mar,67.6713,53.087,13.61,75,0,2.76,RU,1691635362
341,kyren,51.6828,102.1408,15.84,93,100,0.81,RU,1691635362
342,sanctuary point,-35.1114,150.629,22.21,52,79,7.95,AU,1691635362
343,remire-montjoly,4.9167,-52.2667,26.02,89,0,2.06,GF,1691635358
344,mugia,43.1041,-9.2179,21.06,91,78,7.17,ES,1691635362
345,east moriches,40.8051,-72.7609,25.55,73,0,0.0,US,1691635362
346,horta,38.5333,-28.6333,21.12,86,87,2.68,PT,1691635309
347,pisco,-13.7,-76.2167,19.03,77,20,6.17,PE,1691635363
348,mccomb,31.2438,-90.4531,30.01,58,0,3.09,US,1691635363
349,storvreta,59.9667,17.7,11.99,100,100,5.14,SE,1691635363
350,papao,-17.75,-149.55,26.82,74,76,7.58,PF,1691635292
351,swakopmund,-22.6833,14.5333,13.47,91,83,2.24,NA,1691635363
352,mananjary,-21.2167,48.3333,18.35,92,41,1.35,MG,1691635363
353,natal,-5.795,-35.2094,23.36,94,40,3.6,BR,1691635294
354,ostrov,57.3439,28.3537,8.85,86,54,2.51,RU,1691635364
355,mandal,25.45,74.5667,25.97,75,96,4.23,IN,1691635365
356,aioun,16.6614,-9.6149,32.63,28,44,7.85,MR,1691635365
357,cabedelo,-6.9811,-34.8339,23.37,83,27,6.13,BR,1691635365
358,orumiyeh,37.5527,45.0761,18.75,48,0,3.09,IR,1691635365
359,lorengau,-2.0226,147.2712,28.29,77,97,7.47,PG,1691635365
360,semnan,35.5729,53.3971,26.09,15,0,1.36,IR,1691635365
361,afaahiti,-17.75,-149.2833,25.93,72,97,7.01,PF,1691635365
362,kavieng,-2.5744,150.7967,28.56,74,100,7.12,PG,1691635366
363,zhuanghe,39.7008,122.9911,28.72,56,51,6.24,CN,1691635156
364,nova xavantina,-14.6667,-52.35,24.16,29,11,0.15,BR,1691635366
365,ballina,-28.8667,153.5667,23.21,42,1,3.07,AU,1691635366
366,richards bay,-28.783,32.0377,18.36,74,99,2.01,ZA,1691635278
367,andovoranto,-18.95,49.1,18.19,94,89,1.61,MG,1691635366
368,susuman,62.7833,148.1667,15.44,45,6,1.18,RU,1691635210
369,holualoa,19.6228,-155.9522,27.91,70,40,4.12,US,1691635367
370,taoudenni,22.6783,-3.9836,35.73,29,48,2.87,ML,1691635367
371,al hawatah,13.4167,34.6333,23.4,89,85,3.94,SD,1691635367
372,bemidji,47.4736,-94.8803,17.17,78,0,2.06,US,1691635177
373,yeppoon,-23.1333,150.7333,23.88,59,12,4.9,AU,1691635367
374,tell city,37.9514,-86.7678,22.26,96,75,3.09,US,1691635312
375,rundu,-17.9333,19.7667,14.93,23,6,5.01,NA,1691635368
376,mount pearl,47.5166,-52.7813,12.75,93,100,6.17,CA,1691635368
377,selfoss,63.9331,-20.9971,11.58,75,100,2.49,IS,1691635368
378,balqash,46.8481,74.995,19.33,82,40,6.0,KZ,1691635368
379,tezu,27.9167,96.1667,31.2,69,58,1.63,IN,1691635368
380,mendefera,14.8872,38.8153,16.34,92,77,0.47,ER,1691635368
381,harpswell center,43.8018,-69.9842,20.07,82,36,3.01,US,1691635368
382,dunedin,-45.8742,170.5036,8.78,52,59,1.79,NZ,1691635151
383,candido de abreu,-24.5669,-51.3333,14.87,99,45,1.2,BR,1691635369
384,zaragoza,41.6561,-0.8773,27.25,64,0,3.6,ES,1691635180
385,zeribet el oued,34.6828,6.5111,28.8,36,0,2.91,DZ,1691635369
386,kapa'a,22.0752,-159.319,31.99,76,100,9.26,US,1691635369
387,ancud,-41.8697,-73.8203,10.05,88,100,7.72,CL,1691635282
388,balabac,7.9868,117.0645,29.38,73,84,5.16,PH,1691635369
389,jayapura,-2.5333,140.7,32.66,71,41,2.94,ID,1691635369
390,porto de moz,-1.7483,-52.2383,23.74,90,60,1.77,BR,1691635369
391,woodlake,37.4211,-77.6793,26.1,81,0,1.54,US,1691635370
392,miyako,39.6367,141.9525,29.84,64,1,8.6,JP,1691635370
393,zmeinogorsk,51.1567,82.195,24.62,33,35,3.77,RU,1691635370
394,tikamgarh,24.745,78.8333,25.34,84,99,4.03,IN,1691635370
395,fort st. john,56.2499,-120.8529,20.94,49,75,5.14,CA,1691635370
396,igarka,67.4667,86.5833,16.81,80,99,0.74,RU,1691635370
397,piti village,13.4626,144.6933,28.5,88,40,4.63,GU,1691635370
398,egyek,47.6333,20.9,15.65,72,98,2.1,HU,1691635371
399,chambarak,40.5966,45.355,17.86,74,0,1.59,AM,1691635371
400,praia da vitoria,38.7333,-27.0667,22.14,94,40,2.75,PT,1691635371
401,reggane,26.7158,0.1714,33.89,13,0,5.08,DZ,1691635371
402,luanda,-8.8368,13.2343,19.0,88,44,1.54,AO,1691635371
403,buala,-8.145,159.5921,26.65,85,97,6.04,SB,1691635371
404,kerikeri,-35.2268,173.9474,14.39,81,22,0.89,NZ,1691635263
405,corozal,9.3151,-75.2928,25.1,95,81,2.07,CO,1691635371
406,fortaleza,-3.7227,-38.5247,26.79,78,20,2.57,BR,1691635176
407,lanivtsi,49.8633,26.0908,14.13,64,100,1.33,UA,1691635372
408,gulf shores,30.246,-87.7008,30.88,72,0,3.09,US,1691635372
409,carutapera,-1.195,-46.02,24.84,86,40,3.26,BR,1691635372
410,kijang,35.2442,129.2139,25.85,91,100,12.5,KR,1691635372
411,bayville,40.9106,-73.5621,26.23,60,18,0.45,US,1691635372
412,ocean shores,46.9737,-124.1563,19.1,85,100,4.63,US,1691635372
413,tomatlan,19.9333,-105.25,26.61,93,48,1.07,MX,1691635372
414,juneau,58.3019,-134.4197,15.12,97,100,5.14,US,1691635204
415,tsiroanomandidy,-18.7667,46.0333,13.51,87,1,0.97,MG,1691635373
416,naze,28.3667,129.4833,28.51,78,21,5.49,JP,1691635373
417,choma,-16.8065,26.9531,10.21,52,0,3.32,ZM,1691635373
418,labuan,5.2767,115.2417,30.2,70,20,1.03,MY,1691635373
419,isangel,-19.55,169.2667,21.53,57,1,8.66,VU,1691635374
420,weno,7.4515,151.8468,28.43,73,92,3.3,FM,1691635372
421,ginir,7.1333,40.7,13.96,83,85,2.32,ET,1691635374
422,noosa heads,-26.3833,153.15,21.85,57,31,1.91,AU,1691635094
423,makhambet,47.6667,51.5833,25.7,39,0,5.31,KZ,1691635374
424,haiku-pauwela,20.9219,-156.3051,29.01,58,20,12.35,US,1691635374
425,harstad,68.799,16.5293,13.97,68,6,2.58,NO,1691635374
426,glenfield park,-35.1372,147.334,13.66,70,93,5.73,AU,1691635374
427,adur,9.1667,76.7333,27.02,74,100,2.36,IN,1691635375
428,mchinji,-13.7984,32.8802,9.68,82,0,2.1,MW,1691635375
429,forster,-32.1667,152.5167,22.38,38,9,2.02,AU,1691635375
430,extrema,-22.8547,-46.3183,15.82,81,15,3.09,BR,1691635375
431,antalaha,-14.9003,50.2788,19.08,90,15,2.94,MG,1691635375
432,gisborne,-38.6533,178.0042,12.25,65,100,3.95,NZ,1691635118
433,hammerfest,70.6634,23.6821,21.25,68,100,0.51,NO,1691635309
434,morehead city,34.7229,-76.726,29.0,83,0,3.09,US,1691635375
435,pul-e khumri,35.9446,68.7151,30.43,21,0,0.35,AF,1691635376
436,fada,9.5667,8.3,19.36,99,75,1.08,NG,1691635376
437,rawson,-43.3002,-65.1023,15.6,39,92,7.25,AR,1691635142
438,pemba,-12.974,40.5178,19.39,100,75,3.09,MZ,1691635376
439,itamaraju,-17.0392,-39.5311,17.55,91,1,0.51,BR,1691635376
440,shuangcheng,45.35,126.2833,24.82,72,40,2.19,CN,1691635376
441,ola,59.5833,151.2833,21.75,54,10,3.92,RU,1691635376
442,yarmouth,41.7057,-70.2286,24.03,73,0,4.47,US,1691635377
443,araioses,-2.89,-41.9031,25.03,78,15,4.46,BR,1691635377
444,banfora,10.6333,-4.7667,22.21,97,100,2.37,BF,1691635377
445,yaren,-0.5472,166.916,28.2,72,63,1.81,NR,1691635377
446,smirnykh,49.75,142.8333,18.59,75,100,2.2,RU,1691635377
447,muynoq,43.7683,59.0214,28.9,37,4,5.74,UZ,1691635377
448,twon-brass,4.3151,6.2418,25.38,83,100,6.04,NG,1691635377
449,namtsy,62.7161,129.6658,23.16,35,96,4.63,RU,1691635378
450,kingscliff,-28.2667,153.5667,23.3,56,0,6.69,AU,1691635378
451,kem',64.9555,34.5793,14.79,86,0,3.28,RU,1691635378
452,rutland,43.6167,-73.0162,19.6,89,0,2.06,US,1691635378
453,sukhobezvodnoye,57.0491,44.8891,16.93,77,0,2.18,RU,1691635378
454,micheweni,-4.9667,39.8333,23.47,85,26,4.81,TZ,1691635378
455,prado,-17.3411,-39.2208,21.45,75,3,2.81,BR,1691635378
456,dingras,18.1032,120.6967,30.86,74,75,5.14,PH,1691635379
457,sonoita,31.85,-112.8333,33.27,34,5,4.04,MX,1691635379
458,mulayjah,27.271,48.4242,32.28,35,0,1.83,SA,1691635379
459,bandarbeyla,9.4942,50.8122,24.85,73,100,11.06,SO,1691635379
460,patnanungan,14.7833,122.1833,30.62,69,61,4.42,PH,1691635379
461,pagar alam,-4.0167,103.2667,27.02,57,17,1.8,ID,1691635379
462,tabas,33.5959,56.9244,29.12,23,0,1.03,IR,1691635380
463,quelimane,-17.8786,36.8883,17.97,94,75,0.0,MZ,1691635381
464,vilyuchinsk,52.9306,158.4028,23.15,72,6,3.49,RU,1691635381
465,nizhnesortymskiy,62.4397,71.7603,13.13,64,0,10.88,RU,1691635381
466,isheyevka,54.4167,48.2667,14.73,56,0,0.72,RU,1691635381
467,necochea,-38.5473,-58.7368,9.73,92,100,5.73,AR,1691635381
468,buka,40.8108,69.1986,29.9,25,0,2.12,UZ,1691635381
469,san juan de miraflores,-12.1629,-76.9635,20.29,81,43,4.81,PE,1691635381
470,wynyard,-41.0,145.7167,13.09,64,42,5.66,AU,1691635382
471,el colorado,-26.3081,-59.3729,17.83,89,100,2.29,AR,1691635382
472,daru,-9.0763,143.2092,24.26,84,100,7.42,PG,1691635382
473,oistins,13.0667,-59.5333,28.05,83,40,5.14,BB,1691635382
474,olinda,-8.0089,-34.8553,25.85,73,40,6.69,BR,1691635382
475,rio verde,21.9333,-99.9833,23.43,74,1,2.52,MX,1691635382
476,pandan,14.0453,124.1694,31.36,62,79,2.72,PH,1691635383
477,bossangoa,6.4926,17.4552,20.12,98,100,0.45,CF,1691635383
478,wagar,16.1525,36.2032,27.47,63,85,7.06,SD,1691635383
479,conceicao do araguaia,-8.2578,-49.2647,25.99,38,14,1.58,BR,1691635383
480,wanparti,16.3667,78.0667,27.34,68,61,5.1,IN,1691635383
481,san ignacio de velasco,-16.3667,-60.95,26.47,40,39,1.16,BO,1691635383
482,laguna,38.421,-121.4238,29.99,41,0,4.12,US,1691635384
483,zelow,51.4645,19.2197,11.23,98,100,2.14,PL,1691635384
484,kazanka,47.8462,32.8218,15.18,73,1,4.44,UA,1691635384
485,qoryooley,1.7878,44.53,22.5,91,67,4.16,SO,1691635384
486,santander,43.4647,-3.8044,21.92,79,100,2.57,ES,1691635384
487,talcahuano,-36.7167,-73.1167,12.82,94,100,4.12,CL,1691635290
488,itoigawa,37.0333,137.85,35.57,47,0,0.71,JP,1691635384
489,puri,19.8,85.85,30.29,64,53,3.46,IN,1691635217
490,amga,60.8953,131.9608,22.31,46,98,3.6,RU,1691635384
491,cruzeiro do sul,-29.5128,-51.9853,18.06,94,100,0.3,BR,1691635100
492,cabo san lucas,22.8909,-109.9124,31.61,78,40,5.14,MX,1691635385
493,medicine hat,50.0501,-110.6683,17.55,82,100,4.12,CA,1691635385
494,katsuren-haebaru,26.3369,127.8719,31.43,80,40,2.57,JP,1691635385
495,demba,-5.51,22.2667,21.03,54,38,1.38,CD,1691635385
496,grootfontein,-19.5667,18.1167,12.76,35,49,1.54,NA,1691635385
497,west bay,19.3667,-81.4167,30.04,83,20,1.03,KY,1691635385
498,san matias,-16.3667,-58.4,27.36,35,0,1.01,BO,1691635386
499,trashi yangtse,27.6116,91.498,23.51,83,80,1.72,BT,1691635386
500,ayame,5.6083,-3.1563,22.57,91,100,2.34,CI,1691635386
501,oranjemund,-28.55,16.4333,21.94,25,2,4.78,NA,1691635386
502,brigantine,39.4101,-74.3646,25.56,77,0,2.57,US,1691635386
503,ribadesella,43.4614,-5.0596,21.64,85,61,1.58,ES,1691635386
504,kargasok,59.0556,80.8572,10.9,94,100,5.39,RU,1691635386
505,lucea,18.451,-78.1736,26.92,76,39,0.75,JM,1691635286
506,nguti,5.3299,9.4185,21.47,98,98,0.6,CM,1691635387
507,altus,34.6381,-99.334,31.73,55,0,6.17,US,1691635387
508,oamaru,-45.0784,170.9801,7.18,54,7,5.32,NZ,1691635387
509,sittwe,20.15,92.9,26.35,88,100,3.6,MM,1691635387
510,columbia falls,48.3725,-114.1815,17.11,81,0,4.63,US,1691635387
511,nanma,36.1817,118.1583,28.61,65,0,4.99,CN,1691635387
512,beledweyne,4.7358,45.2036,22.54,80,34,6.13,SO,1691635387
513,labytnangi,66.6572,66.4183,15.4,59,29,3.48,RU,1691635388
514,kenai,60.5544,-151.2583,15.08,90,100,2.57,US,1691635388
515,south hedland,-20.4089,118.5983,29.96,16,2,2.57,AU,1691635388
516,ibshaway,29.358,30.6814,24.5,72,0,3.62,EG,1691635388
517,kurchatov,51.6601,35.6521,14.11,87,9,2.43,RU,1691635388
518,ar rass,25.8694,43.4973,28.08,13,3,3.41,SA,1691635388
519,santa quiteria,-4.3319,-40.1567,22.04,68,8,1.0,BR,1691635388
520,imperatriz,-5.5264,-47.4917,23.37,81,13,1.81,BR,1691635388
521,greenville,35.6127,-77.3663,25.07,81,0,0.0,US,1691635389
522,vanino,49.0869,140.2543,16.23,81,100,2.53,RU,1691635389
523,fasa,28.9383,53.6482,25.58,38,75,2.06,IR,1691635389
524,kittila,67.6647,24.8936,15.34,100,75,1.03,FI,1691635389
525,midvagur,62.0511,-7.1939,8.46,87,100,0.0,FO,1691635389
526,camana,-16.6228,-72.7111,17.87,82,20,3.58,PE,1691635389
527,harlan,41.653,-95.3255,21.82,88,1,1.89,US,1691635389
528,plastun,44.7561,136.2939,16.93,99,100,2.85,RU,1691635390
529,mount gambier,-37.8333,140.7667,12.21,68,100,3.77,AU,1691635390
530,tongouson,5.0214,120.1328,29.22,68,100,3.78,PH,1691635390
531,odienne,9.51,-7.5692,21.84,97,100,2.41,CI,1691635390
532,akureyri,65.6835,-18.0878,7.96,76,75,1.03,IS,1691635252
533,zhanibek,49.4167,46.85,25.58,39,0,3.78,KZ,1691635390
534,gurupi,-11.7292,-49.0686,26.78,37,10,2.39,BR,1691635390
535,betio village,1.358,172.9211,32.02,73,29,2.01,KI,1691635390
536,bijar,35.8668,47.6051,20.14,44,0,1.92,IR,1691635391
537,ca mau,9.1769,105.15,32.26,55,75,5.89,VN,1691635391
538,christchurch,-43.5333,172.6333,8.04,68,100,7.2,NZ,1691635391
539,talara,-4.5772,-81.2719,23.42,78,40,5.97,PE,1691635391
540,mazagao,-0.115,-51.2894,28.03,92,69,1.89,BR,1691635391
541,la sarre,48.8002,-79.1996,12.72,96,65,1.96,CA,1691635391
542,outjo,-20.1167,16.15,17.49,26,71,5.04,NA,1691635391
543,lokomotivnyy,53.0118,60.5684,15.78,92,38,4.47,RU,1691635391
544,sarandi del yi,-33.35,-55.6333,14.1,91,91,4.21,UY,1691635392
545,merizo village,13.2658,144.6691,28.32,90,100,8.93,GU,1691635392
546,bathsheba,13.2167,-59.5167,28.34,83,40,5.14,BB,1691635392
547,coahuayana de hidalgo,18.7,-103.6583,25.18,78,87,2.05,MX,1691635392
548,sao joao da barra,-21.6403,-41.0511,21.16,87,86,4.72,BR,1691635177
549,puerto leguizamo,-0.1934,-74.7819,22.76,97,95,0.25,CO,1691635392
550,bodo,67.28,14.405,16.92,63,0,7.2,NO,1691635392
551,corinto,37.9407,22.9573,22.72,62,0,0.57,GR,1691635392
552,aswan,24.0934,32.907,32.61,27,0,4.12,EG,1691635393
553,myeik,12.4333,98.6,27.96,80,99,3.4,MM,1691635393
554,touros,-5.1989,-35.4608,23.62,84,53,5.87,BR,1691635393
555,cestos city,5.46,-9.5828,24.56,85,100,5.8,LR,1691635393
556,hasaki,35.7333,140.8333,32.22,71,76,4.21,JP,1691635393
557,gizo,-8.103,156.8419,26.52,81,99,9.96,SB,1691635393
558,golyshmanovo,56.3979,68.3728,16.26,83,100,5.43,RU,1691635393
559,kharabali,47.4196,47.2568,27.18,35,96,5.46,RU,1691635394
560,fortuna,40.5982,-124.1573,19.96,89,100,3.6,US,1691635394
561,east london,-33.0153,27.9116,16.22,81,4,7.66,ZA,1691635394
562,yinchuan,38.4681,106.2731,31.26,46,10,2.04,CN,1691635394
563,greymouth,-42.4667,171.2,8.89,47,0,1.51,NZ,1691635395
564,freetown,8.484,-13.2299,24.84,88,75,6.17,SL,1691635153
565,lauro de freitas,-12.8944,-38.3272,26.01,69,40,4.63,BR,1691635259
566,chittagong,22.9167,91.5,25.39,95,100,3.23,BD,1691635395
567,chibougamau,49.9168,-74.3659,17.79,72,100,2.06,CA,1691635157
568,halifax,44.6453,-63.5724,20.27,94,87,5.66,CA,1691634600
569,praia,14.9215,-23.5087,26.3,69,20,5.14,CV,1691635283
570,susaki,33.3667,133.2833,29.04,94,98,7.54,JP,1691635396
